gene_id,gene_name,gene_chr,gene_start,gene_end,gene_strand,gene_length,gene_biotype,gene_description
b3244,tldD,NC_000913.3,3390583,3392028,-,1446,protein_coding,metalloprotease subunit TldD&&sp|P0AGG9|TLDD_ECOL6 Metalloprotease TldD OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310 GN=tldD PE=3 SV=1 && PF01523:Putative modulator of DNA gyrase
b1200,dhaK,NC_000913.3,1249768,1250838,-,1071,protein_coding,"dihydroxyacetone kinase subunit K&&sp|P76015|DHAK_ECOLI PEP-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK OS=Escherichia coli (strain K12) OX=83333 GN=dhaK PE=1 SV=2 && PF02733:Dak1 domain"
b2569,lepA,NC_000913.3,2705325,2707124,-,1800,protein_coding,30S ribosomal subunit biogenesis factor LepA&&sp|A7ZQ13|LEPA_ECO24 Elongation factor 4 OS=Escherichia coli O139:H28 (strain E24377A / ETEC) OX=331111 GN=lepA PE=3 SV=1 && PF00009:Elongation factor Tu GTP binding domain|PF03144:Elongation factor Tu domain 2|PF00679:Elongation factor G C-terminus|PF06421:GTP-binding protein LepA C-terminus
b2585,pssA,NC_000913.3,2722727,2724082,+,1356,protein_coding,phosphatidylserine synthase&&sp|P23830|PSS_ECOLI CDP-diacylglycerol--serine O-phosphatidyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=pssA PE=1 SV=2 && PF13091:PLD-like domain
b3608,gpsA,NC_000913.3,3782642,3783661,-,1020,protein_coding,glycerol-3-phosphate dehydrogenase&&sp|A7ZTG2|GPDA_ECO24 Glycerol-3-phosphate dehydrogenase [NAD(P)+] OS=Escherichia coli O139:H28 (strain E24377A / ETEC) OX=331111 GN=gpsA PE=3 SV=1 && PF01210:NAD-dependent glycerol-3-phosphate dehydrogenase N-terminus|PF07479:NAD-dependent glycerol-3-phosphate dehydrogenase C-terminus
b2834,tas,NC_000913.3,2971597,2972637,+,1041,protein_coding,putative NADP(H)-dependent aldo-keto reductase Tas&&sp|P0A9T4|TAS_ECOLI Protein tas OS=Escherichia coli (strain K12) OX=83333 GN=tas PE=1 SV=1 && PF00248:Aldo/keto reductase family
b2990,hybG,NC_000913.3,3139716,3139964,-,249,protein_coding,hydrogenase maturation factor HybG&&sp|P0AAM9|HYBG_ECO57 Hydrogenase maturation factor HybG OS=Escherichia coli O157:H7 OX=83334 GN=hybG PE=3 SV=1 && PF01455:HupF/HypC family
b2398,yfeC,NC_000913.3,2518467,2518811,+,345,protein_coding,DNA-binding transcriptional dual regulator YfeC&&sp|P0AD38|YFEC_ECOL6 Uncharacterized protein YfeC OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310 GN=yfeC PE=4 SV=1 && PF07037:Putative transcription regulator (DUF1323)
b4618,tisB,NC_000913.3,3853553,3853642,+,90,protein_coding,"membrane-depolarizing toxin TisB&&-- && PF13939:Toxin TisB, type I toxin-antitoxin system"
b0391,ppnP,NC_000913.3,408177,408461,+,285,protein_coding,nucleoside phosphorylase PpnP&&sp|A7ZIE0|PPNP_ECO24 Pyrimidine/purine nucleoside phosphorylase OS=Escherichia coli O139:H28 (strain E24377A / ETEC) OX=331111 GN=ppnP PE=3 SV=1 && PF06865:Pyrimidine/purine nucleoside phosphorylase
b1928,yedD,NC_000913.3,2007677,2008090,-,414,protein_coding,lipoprotein YedD&&sp|P31063|YEDD_ECOLI Uncharacterized lipoprotein YedD OS=Escherichia coli (strain K12) OX=83333 GN=yedD PE=3 SV=1 && PF13987:YedD-like protein
b3963,fabR,NC_000913.3,4161067,4161771,+,705,protein_coding,"DNA-binding transcriptional repressor FabR&&sp|P0ACU5|FABR_ECOLI HTH-type transcriptional repressor FabR OS=Escherichia coli (strain K12) OX=83333 GN=fabR PE=1 SV=2 && PF00440:Bacterial regulatory proteins, tetR family"
b3912,cpxR,NC_000913.3,4104972,4105670,-,699,protein_coding,"DNA-binding transcriptional dual regulator CpxR&&sp|P0AE89|CPXR_ECO57 Transcriptional regulatory protein CpxR OS=Escherichia coli O157:H7 OX=83334 GN=cpxR PE=3 SV=1 && PF00072:Response regulator receiver domain|PF00486:Transcriptional regulatory protein, C terminal"
b1127,pepT,NC_000913.3,1185844,1187070,+,1227,protein_coding,peptidase T&&sp|C4ZS67|PEPT_ECOBW Peptidase T OS=Escherichia coli (strain K12 / MC4100 / BW2952) OX=595496 GN=pepT PE=3 SV=1 && PF01546:Peptidase family M20/M25/M40|PF07687:Peptidase dimerisation domain
b2684,mprA,NC_000913.3,2810770,2811300,+,531,protein_coding,DNA-binding transcriptional regulator MprA&&sp|P0ACS1|MPRA_ECO57 Transcriptional repressor MprA OS=Escherichia coli O157:H7 OX=83334 GN=mprA PE=3 SV=1 && PF01047:MarR family
b1440,ydcS,NC_000913.3,1511654,1512799,+,1146,protein_coding,putative ABC transporter periplasmic binding protein/polyhydroxybutyrate synthase&&sp|P76108|YDCS_ECOLI Bifunctional polyhydroxybutyrate synthase / ABC transporter periplasmic binding protein OS=Escherichia coli (strain K12) OX=83333 GN=ydcS PE=1 SV=1 && PF13416:Bacterial extracellular solute-binding protein
b3408,feoA,NC_000913.3,3540163,3540390,+,228,protein_coding,ferrous iron transport protein A&&sp|P0AEL5|FEOA_ECO57 Fe(2+) transport protein A OS=Escherichia coli O157:H7 OX=83334 GN=feoA PE=3 SV=1 && PF04023:FeoA domain
b3204,ptsN,NC_000913.3,3346578,3347069,+,492,protein_coding,"phosphotransferase system enzyme IIA(Ntr)&&sp|P69829|PTSN_ECOLI Nitrogen regulatory protein OS=Escherichia coli (strain K12) OX=83333 GN=ptsN PE=1 SV=1 && PF00359:Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2"
b1847,yebF,NC_000913.3,1930034,1930390,-,357,protein_coding,secreted protein YebF&&sp|P33219|YEBF_ECOLI Protein YebF OS=Escherichia coli (strain K12) OX=83333 GN=yebF PE=1 SV=2 && PF13995:YebF-like protein
b0224,dpaA,NC_000913.3,245065,245805,-,741,protein_coding,"peptidoglycan meso-diaminopimelic acid protein amidase A&&sp|P0AAA0|YAFK_ECO57 Putative L,D-transpeptidase YafK OS=Escherichia coli O157:H7 OX=83334 GN=yafK PE=3 SV=1 && PF03734:L,D-transpeptidase catalytic domain"
b0965,yccU,NC_000913.3,1027946,1028359,+,414,protein_coding,putative HspQ acetyl donor&&sp|P75874|YCCU_ECOLI Uncharacterized protein YccU OS=Escherichia coli (strain K12) OX=83333 GN=yccU PE=1 SV=2 && PF13380:CoA binding domain
b0801,hcxB,NC_000913.3,836351,837436,+,1086,protein_coding,hydroxycarboxylate dehydrogenase B&&sp|P30178|HCXB_ECOLI Hydroxycarboxylate dehydrogenase B OS=Escherichia coli (strain K12) OX=83333 GN=hcxB PE=1 SV=2 && PF02615:Malate/L-lactate dehydrogenase
b3202,rpoN,NC_000913.3,3344717,3346150,+,1434,protein_coding,"RNA polymerase sigma factor RpoN&&sp|P24255|RP54_ECOLI RNA polymerase sigma-54 factor OS=Escherichia coli (strain K12) OX=83333 GN=rpoN PE=1 SV=2 && PF04552:Sigma-54, DNA binding domain|PF04963:Sigma-54 factor, core binding domain|PF00309:Sigma-54 factor, Activator interacting domain (AID)"
b3564,xylB,NC_000913.3,3727917,3729371,-,1455,protein_coding,"xylulokinase&&sp|P09099|XYLB_ECOLI Xylulose kinase OS=Escherichia coli (strain K12) OX=83333 GN=xylB PE=1 SV=1 && PF00370:FGGY family of carbohydrate kinases, N-terminal domain|PF02782:FGGY family of carbohydrate kinases, C-terminal domain"
b2281,nuoI,NC_000913.3,2395908,2396450,-,543,protein_coding,NADH:quinone oxidoreductase subunit I&&sp|P0AFD8|NUOI_ECO57 NADH-quinone oxidoreductase subunit I OS=Escherichia coli O157:H7 OX=83334 GN=nuoI PE=3 SV=1 && PF12838:4Fe-4S dicluster domain
b2512,bamB,NC_000913.3,2637474,2638652,-,1179,protein_coding,outer membrane protein assembly factor BamB&&sp|P77774|BAMB_ECOLI Outer membrane protein assembly factor BamB OS=Escherichia coli (strain K12) OX=83333 GN=bamB PE=1 SV=1 && PF13360:PQQ-like domain
b0098,secA,NC_000913.3,108279,110984,+,2706,protein_coding,protein translocation ATPase&&sp|A7ZHI9|SECA_ECO24 Protein translocase subunit SecA OS=Escherichia coli O139:H28 (strain E24377A / ETEC) OX=331111 GN=secA PE=3 SV=1 && PF01043:SecA preprotein cross-linking domain|PF07516:SecA Wing and Scaffold domain|PF02810:SEC-C motif|PF07517:SecA DEAD-like domain
b0189,rof,NC_000913.3,213678,213932,-,255,protein_coding,modulator of Rho-dependent transcription termination&&sp|P0AFW8|ROF_ECOLI Protein rof OS=Escherichia coli (strain K12) OX=83333 GN=rof PE=1 SV=1 && PF07073:Modulator of Rho-dependent transcription termination (ROF)
b2553,glnB,NC_000913.3,2687070,2687408,-,339,protein_coding,nitrogen regulatory protein PII-1&&sp|P0A9Z3|GLNB_ECO57 Nitrogen regulatory protein P-II 1 OS=Escherichia coli O157:H7 OX=83334 GN=glnB PE=3 SV=1 && PF00543:Nitrogen regulatory protein P-II
b0710,ybgI,NC_000913.3,742827,743570,+,744,protein_coding,radiation resistance protein YbgI&&sp|P0AFP8|GCH1L_ECO57 GTP cyclohydrolase 1 type 2 homolog OS=Escherichia coli O157:H7 OX=83334 GN=ybgI PE=3 SV=1 && PF01784:NIF3 (NGG1p interacting factor 3)
b2703,srlE,NC_000913.3,2826392,2827351,+,960,protein_coding,sorbitol-specific PTS enzyme IIBC1 component&&sp|P56580|PTHB_ECOLI PTS system glucitol/sorbitol-specific EIIB component OS=Escherichia coli (strain K12) OX=83333 GN=srlE PE=1 SV=1 && PF07663:Sorbitol phosphotransferase enzyme II C-terminus|PF03612:Sorbitol phosphotransferase enzyme II N-terminus
b1864,yebC,NC_000913.3,1947411,1948151,-,741,protein_coding,putative transcriptional regulator YebC&&sp|P0A8A0|YEBC_ECOLI Probable transcriptional regulatory protein YebC OS=Escherichia coli (strain K12) OX=83333 GN=yebC PE=1 SV=1 && PF01709:Transcriptional regulator
b3511,hdeD,NC_000913.3,3656995,3657567,+,573,protein_coding,acid-resistance membrane protein&&sp|P0AET6|HDED_ECO57 Protein HdeD OS=Escherichia coli O157:H7 OX=83334 GN=hdeD PE=3 SV=1 && PF03729:Short repeat of unknown function (DUF308)
b0174,ispU,NC_000913.3,194903,195664,+,762,protein_coding,"ditrans%2Cpolycis-undecaprenyl-diphosphate synthase [(2E%2C6E)-farnesyl-diphosphate specific]&&sp|P60474|UPPS_ECO57 Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific) OS=Escherichia coli O157:H7 OX=83334 GN=uppS PE=3 SV=1 && PF01255:Putative undecaprenyl diphosphate synthase"
b2947,gshB,NC_000913.3,3091878,3092828,+,951,protein_coding,"glutathione synthetase&&sp|P04425|GSHB_ECOLI Glutathione synthetase OS=Escherichia coli (strain K12) OX=83333 GN=gshB PE=1 SV=1 && PF02955:Prokaryotic glutathione synthetase, ATP-grasp domain|PF02951:Prokaryotic glutathione synthetase, N-terminal domain"
b0271,yagH,NC_000913.3,286789,288399,+,1611,protein_coding,putative xylosidase/arabinosidase&&sp|P77713|YAGH_ECOLI Putative beta-xylosidase OS=Escherichia coli (strain K12) OX=83333 GN=yagH PE=3 SV=1 && PF04616:Glycosyl hydrolases family 43|PF17851:Beta xylosidase C-terminal Concanavalin A-like domain
b1792,yeaO,NC_000913.3,1876909,1877256,+,348,protein_coding,"DUF488 domain-containing protein YeaO&&sp|P76243|YEAO_ECOLI Uncharacterized protein YeaO OS=Escherichia coli (strain K12) OX=83333 GN=yeaO PE=4 SV=2 && PF04343:Protein of unknown function, DUF488"
b4123,dcuB,NC_000913.3,4347404,4348744,-,1341,protein_coding,anaerobic C4-dicarboxylate transporter DcuB&&sp|P0ABP1|DCUB_ECO57 Anaerobic C4-dicarboxylate transporter DcuB OS=Escherichia coli O157:H7 OX=83334 GN=dcuB PE=3 SV=1 && PF03605:Anaerobic c4-dicarboxylate membrane transporter
b2507,guaA,NC_000913.3,2630958,2632535,-,1578,protein_coding,GMP synthetase&&sp|C4ZX82|GUAA_ECOBW GMP synthase [glutamine-hydrolyzing] OS=Escherichia coli (strain K12 / MC4100 / BW2952) OX=595496 GN=guaA PE=3 SV=1 && PF00117:Glutamine amidotransferase class-I|PF00958:GMP synthase C terminal domain|PF02540:NAD synthase
b0918,kdsB,NC_000913.3,970852,971598,+,747,protein_coding,3-deoxy-manno-octulosonate cytidylyltransferase&&sp|C4ZQ44|KDSB_ECOBW 3-deoxy-manno-octulosonate cytidylyltransferase OS=Escherichia coli (strain K12 / MC4100 / BW2952) OX=595496 GN=kdsB PE=3 SV=1 && PF02348:Cytidylyltransferase
b0051,rsmA,NC_000913.3,51609,52430,-,822,protein_coding,16S rRNA m(6)2A1518%2Cm(6)2A1519 dimethyltransferase&&sp|B7NHF7|RSMA_ECO7I Ribosomal RNA small subunit methyltransferase A OS=Escherichia coli O7:K1 (strain IAI39 / ExPEC) OX=585057 GN=rsmA PE=3 SV=1 && PF00398:Ribosomal RNA adenine dimethylase
b3844,fre,NC_000913.3,4026527,4027228,+,702,protein_coding,NAD(P)H-flavin reductase&&sp|P0AEN3|FRE_ECO57 NAD(P)H-flavin reductase OS=Escherichia coli O157:H7 OX=83334 GN=fre PE=3 SV=2 && PF00970:Oxidoreductase FAD-binding domain|PF00175:Oxidoreductase NAD-binding domain
b0742,cpoB,NC_000913.3,779598,780389,+,792,protein_coding,cell division coordinator CpoB&&sp|P45955|CPOB_ECOLI Cell division coordinator CpoB OS=Escherichia coli (strain K12) OX=83333 GN=cpoB PE=1 SV=2 && PF16331:TolA binding protein trimerisation|PF13432:Tetratricopeptide repeat|PF13174:Tetratricopeptide repeat
b0187,yaeR,NC_000913.3,211877,212266,+,390,protein_coding,VOC domain-containing protein YaeR&&sp|P52096|YAER_ECOLI Uncharacterized protein YaeR OS=Escherichia coli (strain K12) OX=83333 GN=yaeR PE=4 SV=1 && PF00903:Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily
b2278,nuoL,NC_000913.3,2393205,2395046,-,1842,protein_coding,"NADH:quinone oxidoreductase subunit L&&sp|P33607|NUOL_ECOLI NADH-quinone oxidoreductase subunit L OS=Escherichia coli (strain K12) OX=83333 GN=nuoL PE=1 SV=2 && PF00662:NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminus|PF00361:Proton-conducting membrane transporter"
b3431,glgX,NC_000913.3,3569346,3571319,-,1974,protein_coding,"limit dextrin alpha-1%2C6-glucohydrolase&&sp|C4ZVY1|GLGX_ECOBW Glycogen debranching enzyme OS=Escherichia coli (strain K12 / MC4100 / BW2952) OX=595496 GN=glgX PE=3 SV=1 && PF02922:Carbohydrate-binding module 48 (Isoamylase N-terminal domain)|PF00128:Alpha amylase, catalytic domain|PF18390:Glycogen debranching enzyme C-terminal domain"
b2498,upp,NC_000913.3,2620246,2620872,-,627,protein_coding,uracil phosphoribosyltransferase&&sp|A7ZPU1|UPP_ECO24 Uracil phosphoribosyltransferase OS=Escherichia coli O139:H28 (strain E24377A / ETEC) OX=331111 GN=upp PE=3 SV=1 && PF14681:Uracil phosphoribosyltransferase
b0185,accA,NC_000913.3,208621,209580,+,960,protein_coding,acetyl-CoA carboxyltransferase subunit alpha&&sp|A7ZHS5|ACCA_ECO24 Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha OS=Escherichia coli O139:H28 (strain E24377A / ETEC) OX=331111 GN=accA PE=3 SV=1 && PF03255:Acetyl co-enzyme A carboxylase carboxyltransferase alpha subunit
b4135,yjdC,NC_000913.3,4362733,4363308,-,576,protein_coding,putative DNA-binding transcriptional regulator YjdC&&sp|P0ACU8|YJDC_ECOL6 HTH-type transcriptional regulator YjdC OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310 GN=yjdC PE=4 SV=1 && -
b0424,yajL,NC_000913.3,443051,443641,-,591,protein_coding,protein/nucleic acid deglycase 3&&sp|Q46948|YAJL_ECOLI Protein/nucleic acid deglycase 3 OS=Escherichia coli (strain K12) OX=83333 GN=yajL PE=1 SV=2 && PF01965:DJ-1/PfpI family
b3540,dppF,NC_000913.3,3701864,3702868,-,1005,protein_coding,"dipeptide ABC transporter ATP binding subunit DppF&&sp|P37313|DPPF_ECOLI Dipeptide transport ATP-binding protein DppF OS=Escherichia coli (strain K12) OX=83333 GN=dppF PE=1 SV=1 && PF08352:Oligopeptide/dipeptide transporter, C-terminal region|PF00005:ABC transporter"
b2513,yfgM,NC_000913.3,2638663,2639283,-,621,protein_coding,ancillary SecYEG translocon subunit&&sp|P76576|YFGM_ECOLI Ancillary SecYEG translocon subunit OS=Escherichia coli (strain K12) OX=83333 GN=yfgM PE=1 SV=1 && PF09976:Tetratricopeptide repeat-like domain
b4219,msrA,NC_000913.3,4441538,4442176,-,639,protein_coding,methionine sulfoxide reductase A&&sp|A7ZV98|MSRA_ECO24 Peptide methionine sulfoxide reductase MsrA OS=Escherichia coli O139:H28 (strain E24377A / ETEC) OX=331111 GN=msrA PE=3 SV=1 && PF01625:Peptide methionine sulfoxide reductase
b3291,mscL,NC_000913.3,3438024,3438434,+,411,protein_coding,"large conductance mechanosensitive channel&&sp|A7ZSH9|MSCL_ECO24 Large-conductance mechanosensitive channel OS=Escherichia coli O139:H28 (strain E24377A / ETEC) OX=331111 GN=mscL PE=3 SV=1 && PF01741:Large-conductance mechanosensitive channel, MscL"
b3255,accB,NC_000913.3,3405436,3405906,+,471,protein_coding,biotin carboxyl carrier protein&&sp|P0ABE0|BCCP_ECO57 Biotin carboxyl carrier protein of acetyl-CoA carboxylase OS=Escherichia coli O157:H7 OX=83334 GN=accB PE=3 SV=1 && PF00364:Biotin-requiring enzyme
b4613,dinQ,NC_000913.3,3647705,3647788,-,84,protein_coding,membrane toxin DinQ&&-- && -
b0186,ldcC,NC_000913.3,209679,211820,+,2142,protein_coding,"lysine decarboxylase 2&&sp|P52095|LDCC_ECOLI Constitutive lysine decarboxylase OS=Escherichia coli (strain K12) OX=83333 GN=ldcC PE=1 SV=2 && PF03709:Orn/Lys/Arg decarboxylase, N-terminal domain|PF03711:Orn/Lys/Arg decarboxylase, C-terminal domain|PF01276:Orn/Lys/Arg decarboxylase, major domain"
b0414,ribD,NC_000913.3,433455,434558,+,1104,protein_coding,fused diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase&&sp|P25539|RIBD_ECOLI Riboflavin biosynthesis protein RibD OS=Escherichia coli (strain K12) OX=83333 GN=ribD PE=1 SV=1 && PF01872:RibD C-terminal domain|PF00383:Cytidine and deoxycytidylate deaminase zinc-binding region
b1274,topA,NC_000913.3,1331048,1333645,+,2598,protein_coding,DNA topoisomerase 1&&sp|P06612|TOP1_ECOLI DNA topoisomerase 1 OS=Escherichia coli (strain K12) OX=83333 GN=topA PE=1 SV=2 && PF01131:DNA topoisomerase|PF08272:Topoisomerase I zinc-ribbon-like|PF01396:Topoisomerase DNA binding C4 zinc finger|PF01751:Toprim domain
b0529,folD,NC_000913.3,556875,557741,-,867,protein_coding,"bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase&&sp|B7M4N2|FOLD_ECO8A Bifunctional protein FolD OS=Escherichia coli O8 (strain IAI1) OX=585034 GN=folD PE=3 SV=1 && PF02882:Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain|PF00763:Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain"
b3031,yqiA,NC_000913.3,3175425,3176006,-,582,protein_coding,esterase YqiA&&sp|P0A8Z9|YQIA_ECO57 Esterase YqiA OS=Escherichia coli O157:H7 OX=83334 GN=yqiA PE=3 SV=1 && PF05728:Uncharacterised protein family (UPF0227)
b3846,fadB,NC_000913.3,4028782,4030971,-,2190,protein_coding,"multifunctional enoyl-CoA hydratase%2C 3-hydroxyacyl-CoA epimerase%2C Delta(3)-cis- Delta(2)-trans-enoyl-CoA isomerase%2C L-3-hydroxyacyl-CoA dehydrogenase&&sp|C5A020|FADB_ECOBW Fatty acid oxidation complex subunit alpha OS=Escherichia coli (strain K12 / MC4100 / BW2952) OX=595496 GN=fadB PE=3 SV=1 && PF00378:Enoyl-CoA hydratase/isomerase|PF00725:3-hydroxyacyl-CoA dehydrogenase, C-terminal domain|PF02737:3-hydroxyacyl-CoA dehydrogenase, NAD binding domain"
b1066,rimJ,NC_000913.3,1125562,1126146,+,585,protein_coding,ribosomal-protein-S5-alanine N-acetyltransferase&&sp|P0A949|RIMJ_ECO57 [Ribosomal protein S5]-alanine N-acetyltransferase OS=Escherichia coli O157:H7 OX=83334 GN=rimJ PE=3 SV=1 && PF13302:Acetyltransferase (GNAT) domain
b4329,yjiG,NC_000913.3,4559539,4560000,-,462,protein_coding,Gate family protein YjiG&&sp|P0AEI0|YJIG_ECO57 Inner membrane protein YjiG OS=Escherichia coli O157:H7 OX=83334 GN=yjiG PE=3 SV=1 && PF07670:Nucleoside recognition
b3946,fsaB,NC_000913.3,4139046,4139708,-,663,protein_coding,fructose-6-phosphate aldolase 2&&sp|P32669|FSAB_ECOLI Fructose-6-phosphate aldolase 2 OS=Escherichia coli (strain K12) OX=83333 GN=fsaB PE=1 SV=1 && PF00923:Transaldolase/Fructose-6-phosphate aldolase
b0679,nagE,NC_000913.3,703944,705890,+,1947,protein_coding,"N-acetylglucosamine-specific PTS enzyme IIABC component&&sp|P09323|PTW3C_ECOLI PTS system N-acetylglucosamine-specific EIICBA component OS=Escherichia coli (strain K12) OX=83333 GN=nagE PE=1 SV=1 && PF00358:phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 1|PF00367:phosphotransferase system, EIIB|PF02378:Phosphotransferase system, EIIC"
b3739,atpI,NC_000913.3,3922060,3922440,-,381,protein_coding,ATP synthase accessory factor AtpI&&sp|P0ABC1|ATPZ_ECOL6 ATP synthase protein I OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310 GN=atpI PE=3 SV=2 && PF03899:ATP synthase I chain
b0156,erpA,NC_000913.3,176610,176954,+,345,protein_coding,iron-sulfur cluster insertion protein ErpA&&sp|A7ZHP8|ERPA_ECO24 Iron-sulfur cluster insertion protein ErpA OS=Escherichia coli O139:H28 (strain E24377A / ETEC) OX=331111 GN=erpA PE=3 SV=1 && PF01521:Iron-sulphur cluster biosynthesis
b3600,mtlD,NC_000913.3,3774424,3775572,+,1149,protein_coding,mannitol-1-phosphate 5-dehydrogenase&&sp|C4ZXJ1|MTLD_ECOBW Mannitol-1-phosphate 5-dehydrogenase OS=Escherichia coli (strain K12 / MC4100 / BW2952) OX=595496 GN=mtlD PE=3 SV=1 && PF08125:Mannitol dehydrogenase C-terminal domain|PF01232:Mannitol dehydrogenase Rossmann domain
b3055,ygiM,NC_000913.3,3201207,3201827,+,621,protein_coding,putative signal transduction protein (SH3 domain)&&sp|P0ADU0|YGIM_ECO57 Uncharacterized protein YgiM OS=Escherichia coli O157:H7 OX=83334 GN=ygiM PE=3 SV=1 && PF08239:Bacterial SH3 domain
b4233,mpl,NC_000913.3,4455785,4457158,+,1374,protein_coding,"UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2%2C6-diaminoheptanedioate ligase&&sp|P37773|MPL_ECOLI UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase OS=Escherichia coli (strain K12) OX=83333 GN=mpl PE=1 SV=3 && PF01225:Mur ligase family, catalytic domain|PF08245:Mur ligase middle domain|PF02875:Mur ligase family, glutamate ligase domain"
